Site_ID,Cluster_3,Site,Region,Location,Paleolithic,Paleolithic_class,Neolithic,Neolithic_class,Chalcolithic,Chalcolithic_class,Bronze_Age,Bronze_class,Iron_Age,Iron_class,Roman,Roman_class,Ear_Byz,Ear_Byz_class,F1st_Bul_Emp,F1st_Bul_Emp_class,F2nd_Bul_Emp,F2nd_Bul_Emp_class,Material_general,Exposure_class,Exposure_tx,Int_Status,Nat_Status,DEM_,Slope_,Aspect_cos_,Aspect_sin_,FL_Dist,FL_Depth,rusle_cluster,rusle_log,Rusle_MTH,Final_FWI,FWI_MTH,FWI_DIST,ELSUS,ELSUS_MTH,ELSUS_DIST,PGA,Lithology,CLC_code,CLC_text,SEIS_SCR,FLOOD_SCR,FWI_SCR,ELSUS_SCR,RUSLE_SCR,ASSET_SCR,WLC_RISK2,RISK_CLASS2,MC_Mean_WLC,MC_SD,MC_CV_Pct,MC_Min_WLC,MC_Max_WLC,Baseline_Class_Stability_Pct,Gi_Bin,gi_class
SITE_0104,1,Svilengrad mound necropolis,Haskovo,Svilengrad,0,,0,,0,,0,,0,,1,Burial mound,0,,0,,0,,Earthwork (earthen burial mound),2,Partially exposed,,,75.454,3.686,-0.844222,0.118783,515.88,0.000,0.516251,0.416241,Direct,57.77,Direct,0.00,3,Direct,24.65,0.166634,Undifferentiated Sediment,211,Non-irrigated arable land,7,3,9,5,1,7,6.688821,High,6.686752,0.051427,0.769,6.564257,6.824972,100.0,3,Hot spot with 99% confidence
SITE_0105,1,Svirachi Golyamata Mogila,Haskovo,Svirachi,0,,0,,0,,0,,1,Thracian mound,0,,0,,0,,0,,Earthwork (earthen burial mound),3,Mostly subsurface,,Archaeological (single),302.299,8.133,-0.402166,0.459981,5438.52,0.000,1.496450,0.914870,Direct,39.47,Direct,0.00,2,Direct,26.80,0.137795,Undifferentiated Sediment,211,Non-irrigated arable land,5,1,9,3,3,7,5.968239,Moderate,5.965785,0.060371,1.012,5.792081,6.110307,68.7,2,Hot spot with 95% confidence
SITE_0106,2,Paleokastro Fortress,Haskovo,Topolovgrad,0,,0,,0,,0,,0,,0,,1,Fortress,0,,1,Fortress,Mortared stone masonry,1,Exposed,,Architectural-construction,427.275,6.612,-0.339818,0.100170,13778.36,0.000,0.114173,0.108113,Direct,30.07,Direct,0.00,3,Direct,39.18,0.143574,Undifferentiated Sediment,313,Mixed forest,5,1,7,5,1,1,4.666058,Moderate,4.665171,0.029821,0.639,4.573928,4.757953,100.0,0,Not statistically significant
SITE_0107,2,Paparimsko Kale,Haskovo,Topolovgrad,0,,0,,0,,0,,0,,0,,1,Fortress,0,,1,Fortress,Mortared stone masonry,1,Exposed,,Architectural-construction,856.295,2.517,0.306999,-0.493052,11155.15,0.000,0.058746,0.057085,Direct,30.07,Direct,0.00,2,Direct,67.75,0.159479,"Granitoid, Granite, Leucogranite, Granodiorite",311,Broad-leaved forest,7,1,7,3,1,1,4.349162,Moderate,4.348987,0.061373,1.411,4.194570,4.529303,100.0,0,Not statistically significant
SITE_0108,1,Holy Trinity Monastery,Haskovo,Ustrem,0,,0,,0,,0,,0,,0,,0,,0,,1,Monastery,Mortared mixed masonry (stone + brick),1,Exposed,,Architectural-historical (single),122.137,4.317,-0.770132,-0.111025,2245.64,0.000,2.322409,1.200690,Direct,35.57,Direct,0.00,2,Direct,38.46,0.159262,Metamorphic Complex,324,Transitional woodland-shrub,7,1,9,3,5,3,6.053479,High,6.052257,0.064009,1.058,5.879149,6.229199,76.3,0,Not statistically significant
SITE_0109,3,Orlovi Skali,Kardzhali,Ardino,0,,0,,0,,0,,1,Rock sanctuary,0,,0,,0,,0,,Rock-cut / bedrock construction,2,Partially exposed,,Archaeological (single),763.810,23.086,-0.264818,-0.925469,6495.50,0.000,1.003175,0.694733,Direct,21.43,Direct,0.00,4,Direct,106.27,0.129665,Metamorphic Complex,324,Transitional woodland-shrub,3,1,5,7,3,5,5.112876,Moderate,5.110297,0.060358,1.181,4.961454,5.254956,100.0,0,Not statistically significant
SITE_0110,1,Dupchen Kamak,Kardzhali,Benkovski,0,,0,,0,,0,,1,Rock-cut tomb,0,,0,,0,,0,,Rock-cut / bedrock construction,3,Mostly subsurface,,,407.186,9.452,-0.795301,0.583478,8800.99,0.000,4.403742,1.687092,Direct,21.43,Direct,0.00,4,Direct,81.50,0.127756,Undifferentiated Sediment,211,Non-irrigated arable land,3,1,5,7,5,5,4.537541,Moderate,4.539154,0.032833,0.723,4.449442,4.631098,100.0,0,Not statistically significant
SITE_0111,1,Hambar Dere Necropolis,Kardzhali,Chernichevo,0,,0,,0,,0,,1,Thracian mound,0,,0,,0,,0,,Earthwork (earthen burial mound),3,Mostly subsurface,,Archaeological (single),299.672,15.409,0.788184,0.613464,15371.20,0.000,0.065297,0.063253,Direct,39.47,Direct,0.00,3,Direct,32.23,0.121995,"Ultrabasite, Peridotite, Serpentinite",311,Broad-leaved forest,3,1,9,5,1,7,5.452129,Moderate,5.450706,0.077058,1.414,5.234452,5.633743,100.0,1,Hot spot with 90% confidence
SITE_0112,2,Chernichino mound,Kardzhali,Chernichino,0,,0,,0,,0,,1,Thracian mound,0,,0,,0,,0,,Earthwork (earthen burial mound),3,Mostly subsurface,,,556.210,10.994,-0.603776,-0.444485,5711.82,0.000,0.040456,0.039659,Direct,40.60,Direct,0.00,3,Direct,90.19,0.131973,Conglomerate,311,Broad-leaved forest,5,1,9,5,1,7,5.456438,Moderate,5.457370,0.036212,0.664,5.359257,5.555679,100.0,2,Hot spot with 95% confidence
SITE_0113,1,Patmos Fortress,Kardzhali,Doyrantsi,0,,0,,0,,0,,0,,0,,1,Fortress,0,,1,Fortress,Mortared stone masonry,1,Exposed,,,434.825,5.611,0.617650,0.419179,147.14,0.000,17.190538,2.900902,Direct,12.40,Direct,0.00,4,Near≤400m,196.27,0.138790,Intermediate Pyroclastic,324,Transitional woodland-shrub,5,5,3,7,9,1,4.333794,Moderate,4.337037,0.050797,1.171,4.198881,4.489649,100.0,0,Not statistically significant
SITE_0114,3,Duzhdovnitsa niches,Kardzhali,Duzhdovnitsa,0,,0,,0,,0,,1,Rock sanctuary,0,,0,,0,,0,,Rock-cut / bedrock construction,2,Partially exposed,,,555.558,34.786,-0.278185,0.958430,2830.00,0.000,37.859512,3.659953,Direct,12.40,Direct,0.00,3,Direct,57.73,0.137598,Intermediate Pyroclastic,333,Sparsely vegetated areas,5,1,3,5,9,5,5.063006,Moderate,5.063433,0.028397,0.561,4.998265,5.134297,100.0,0,Not statistically significant
SITE_0115,2,Perperikon,Kardzhali,Gorna Krepost,0,,0,,0,,1,Rock sanctuary,1,Fortified settlement,1,Fort,1,Fortress,1,Fortress,0,,Mortared stone masonry,1,Exposed,,Archaeological (group),486.398,9.051,-0.961670,0.114704,8255.54,0.000,0.220559,0.199309,Direct,38.87,Direct,0.00,4,Direct,32.95,0.142567,Undifferentiated Sediment,311,Broad-leaved forest,5,1,9,7,1,1,5.815369,Moderate,5.813993,0.049500,0.851,5.670399,5.942996,100.0,1,Hot spot with 90% confidence
SITE_0116,1,Church of St. John Prodomus,Kardzhali,Kardzhali,0,,0,,0,,0,,0,,0,,1,Church,0,,0,,Mortared mixed masonry (stone + brick),1,Exposed,,,238.052,5.786,0.324483,-0.488382,30.00,0.000,,0.839006,Urban excl.,12.40,Direct,0.00,2,Direct,96.19,0.125577,Undifferentiated Sediment,112,Discontinuous urban fabric,3,7,3,3,,3,3.134374,Low,3.134095,0.008825,0.282,3.115694,3.159042,100.0,0,Not statistically significant
SITE_0117,1,Necropolis of St. John Prodomus,Kardzhali,Kardzhali,0,,0,,0,,0,,0,,0,,1,Cemetery,0,,1,Cemetery,Burial deposits / unspecified construction,3,Mostly subsurface,,,238.152,4.261,0.712917,-0.218784,60.00,0.000,0.083622,0.080309,Direct,12.40,Direct,0.00,2,Direct,89.15,0.125577,Undifferentiated Sediment,112,Discontinuous urban fabric,3,7,3,3,1,7,3.625008,Low,3.623241,0.038612,1.066,3.525720,3.746374,100.0,0,Not statistically significant
SITE_0118,1,Toplitsa,Kardzhali,Mineralni Bani,0,,0,,0,,0,,0,,0,,1,Fortress,0,,1,Fortress,Mortared stone masonry,1,Exposed,,Archaeological (single),292.673,4.876,-0.744208,0.455053,17090.04,0.000,2.729149,1.316180,Direct,19.63,Direct,0.00,1,Direct,94.56,0.176680,Intermediate Volcanic,142,Sport and leisure facilities,7,1,5,1,5,1,4.290936,Moderate,4.290002,0.061594,1.436,4.129406,4.445067,100.0,3,Hot spot with 99% confidence
SITE_0119,1,Moryantsi tomb,Kardzhali,Moryantsi,0,,0,,0,,0,,1,Habitation cave,0,,0,,0,,0,,Rock-cut / bedrock construction,2,Partially exposed,,,242.406,10.250,-0.604729,-0.794050,1032.10,0.000,2.340508,1.206123,Direct,40.60,Direct,0.00,4,Direct,131.56,0.128530,Undifferentiated Sediment,243,"Land principally occupied by agriculture, with significant areas of natural vegetation",3,1,9,7,5,5,5.712965,Moderate,5.713806,0.072171,1.263,5.536167,5.881979,100.0,2,Hot spot with 95% confidence
SITE_0120,3,Sivri Kaya niches,Kardzhali,Murga,0,,0,,0,,0,,1,Rock sanctuary,0,,0,,0,,0,,Rock-cut / bedrock construction,2,Partially exposed,,,711.764,39.239,-0.960155,0.201105,10627.16,0.000,62.320145,4.148204,Direct,2.83,Direct,0.00,5,Direct,17.84,0.156189,Intermediate Volcanic,333,Sparsely vegetated areas,7,1,1,9,9,5,7.132481,High,7.130646,0.066415,0.931,6.963064,7.318645,100.0,2,Hot spot with 95% confidence
SITE_0121,3,Arkata,Kardzhali,Oreshari,1,Habitation cave,0,,0,,0,,0,,0,,0,,0,,0,,Rock-cut / bedrock construction,2,Partially exposed,,Archaeological (single),266.398,34.066,0.534851,-0.827463,170.00,0.000,0.091815,0.087841,Direct,40.60,Direct,0.00,4,Direct,72.40,0.128530,Undifferentiated Sediment,313,Mixed forest,3,5,9,7,1,5,5.481237,Moderate,5.478892,0.062019,1.132,5.299895,5.674160,100.0,2,Hot spot with 95% confidence
SITE_0122,3,Gouk in cave,Kardzhali,Oreshari,0,,0,,0,,0,,1,Habitation cave,0,,0,,0,,0,,Rock-cut / bedrock construction,2,Partially exposed,,,189.780,23.714,0.346635,-0.790878,454.75,0.000,0.023783,0.023504,Direct,40.60,Direct,0.00,3,Direct,116.73,0.128530,Undifferentiated Sediment,311,Broad-leaved forest,3,5,9,5,1,5,4.559105,Moderate,4.558014,0.041089,0.901,4.444738,4.682725,100.0,2,Hot spot with 95% confidence
SITE_0123,3,Pop Martinova Dypka,Kardzhali,Oreshari,0,,0,,0,,1,Habitation cave,1,Habitation cave,0,,0,,0,,0,,Rock-cut / bedrock construction,2,Partially exposed,,Archaeological (single),322.544,34.163,0.918067,-0.351152,247.24,0.000,0.184442,0.169272,Direct,40.60,Direct,0.00,5,Direct,64.99,0.128530,Undifferentiated Sediment,313,Mixed forest,3,5,9,9,1,5,6.403369,High,6.399769,0.090496,1.414,6.155052,6.665595,100.0,2,Hot spot with 95% confidence
SITE_0124,2,Ada Tepe,Kardzhali,Ovchari,0,,0,,0,,1,Settlement,0,,0,,0,,0,,0,,Earthwork / earthen architecture,1,Exposed,,,471.107,16.582,-0.116079,-0.968414,7525.29,0.000,0.188038,0.172303,Direct,40.60,Direct,0.00,4,Direct,91.19,0.118374,Undifferentiated Sediment,311,Broad-leaved forest,3,1,9,7,1,9,5.937663,Moderate,5.938370,0.062539,1.053,5.757922,6.115876,84.0,2,Hot spot with 95% confidence
SITE_0125,2,Redestyuk Fortress,Kardzhali,Skalak,0,,0,,0,,0,,0,,0,,1,Fortress,0,,0,,Mortared stone masonry,1,Exposed,,,322.854,15.449,-0.652993,-0.725915,9026.65,0.000,0.017839,0.017682,Direct,40.60,Direct,0.00,2,Direct,53.88,0.117283,"Orthogneiss, Granite-gneiss",312,Coniferous forest,3,1,9,3,1,1,3.576511,Low,3.576965,0.049920,1.396,3.459910,3.700100,100.0,1,Hot spot with 90% confidence
SITE_0126,2,Tatul,Kardzhali,Tatul,0,,0,,0,,1,Rock sanctuary,1,Rock sanctuary,0,,1,Church,0,,0,,Mortared mixed masonry (stone + brick),1,Exposed,,Archaeological (group),392.934,14.386,-0.488460,-0.423941,6060.43,0.000,0.095172,0.090911,Direct,40.23,Direct,0.00,4,Direct,86.58,0.118738,Undifferentiated Sediment,311,Broad-leaved forest,3,1,9,7,1,3,5.444676,Moderate,5.443923,0.064404,1.183,5.259652,5.610034,100.0,2,Hot spot with 95% confidence
SITE_0127,2,Ustra,Kardzhali,Ustren,0,,0,,0,,0,,0,,0,,0,,1,Fortress,1,Fortress,Mortared stone masonry,1,Exposed,,,957.880,28.059,-0.669692,0.665722,11043.80,0.000,0.028649,0.028246,Direct,21.43,Direct,0.00,5,Direct,130.87,0.127193,Undifferentiated Sediment,313,Mixed forest,3,1,5,9,1,1,5.537479,Moderate,5.534674,0.099393,1.796,5.307447,5.776284,100.0,0,Not statistically significant
SITE_0128,1,Vishegrad Fortress,Kardzhali,Vishegrad,0,,0,,0,,0,,0,,0,,1,Fortress,0,,1,Fortress,Mortared stone masonry,1,Exposed,,Architectural-construction,297.024,5.243,-0.656535,-0.362207,124.54,0.000,19.550692,3.022895,Direct,40.23,Direct,0.00,4,Direct,48.37,0.125577,Undifferentiated Sediment,242,Complex cultivation patterns,3,5,9,7,9,1,5.509218,Moderate,5.511556,0.085832,1.557,5.266239,5.757217,100.0,0,Not statistically significant
SITE_0129,2,Hambar Kaya,Kardzhali,Vodenicharsko,0,,0,,0,,1,Rock sanctuary,1,Thracian mound,0,,0,,0,,0,,Earthwork (earthen burial mound),2,Partially exposed,,Architectural-construction,655.462,18.458,0.482648,0.803269,10361.29,0.000,0.102784,0.097838,Direct,21.43,Direct,0.00,5,Direct,100.36,0.123466,Undifferentiated Sediment,313,Mixed forest,3,1,5,9,1,7,6.030466,High,6.029121,0.090521,1.501,5.806833,6.269932,61.6,0,Not statistically significant
SITE_0130,3,Asar Kaya niches,Kardzhali,Voynovo,0,,0,,0,,0,,1,Rock sanctuary,0,,0,,0,,0,,Rock-cut / bedrock construction,2,Partially exposed,,,766.884,25.260,0.617889,0.698388,8341.34,0.000,3.935135,1.596380,Direct,12.40,Direct,0.00,5,Direct,107.27,0.155485,Intermediate Volcanic,243,"Land principally occupied by agriculture, with significant areas of natural vegetation",7,1,3,9,5,5,6.916798,High,6.914118,0.065684,0.950,6.755818,7.061696,100.0,1,Hot spot with 90% confidence
SITE_0131,2,Mal Asar,Kardzhali,Yamino,0,,0,,0,,0,,1,Fortified settlement,0,,0,,0,,0,,Earthwork / early stone construction,1,Exposed,,,619.857,19.058,-0.347278,0.023175,9960.82,0.000,0.053277,0.051906,Direct,21.43,Direct,0.00,5,Direct,97.99,0.123466,Undifferentiated Sediment,313,Mixed forest,3,1,5,9,1,7,6.030466,High,6.029121,0.090521,1.501,5.806833,6.269932,61.6,0,Not statistically significant
SITE_0132,3,Sredna Arda Rock cut niches,Kardzhali,Zvezdelina,0,,0,,0,,0,,1,Rock sanctuary,0,,0,,0,,0,,Rock-cut / bedrock construction,2,Partially exposed,,,256.420,31.857,-0.941008,-0.319464,60.00,0.000,2.578772,1.275020,Direct,38.87,Direct,0.00,4,Near≤400m,352.73,0.125926,Lake Sediment,321,Natural grasslands,3,7,9,7,5,5,5.988944,Moderate,5.987809,0.049212,0.822,5.849039,6.135907,58.7,2,Hot spot with 95% confidence
SITE_0133,3,Shan Kaya,Kardzhali,Sladkodum,0,,0,,0,,0,,1,Rock sanctuary,0,,0,,0,,0,,Rock-cut / bedrock construction,2,Partially exposed,,,409.567,31.243,-0.823561,-0.553333,4187.75,0.000,0.163402,0.151348,Direct,40.60,Direct,0.00,4,Direct,71.02,0.128530,Intermediate Pyroclastic,243,"Land principally occupied by agriculture, with significant areas of natural vegetation",3,1,9,7,1,5,5.328559,Moderate,5.325796,0.064863,1.218,5.147248,5.518767,100.0,2,Hot spot with 95% confidence
SITE_0134,2,Belovo Basilica,Pazardzhik,Belovo,0,,0,,0,,0,,0,,0,,1,Basilica,1,Basilica,0,,Mortared mixed masonry (stone + brick),1,Exposed,,Architectural-construction,793.206,4.254,0.236217,-0.364236,4181.80,0.000,0.024703,0.024403,Direct,3.10,Direct,0.00,4,Direct,117.50,0.216975,Metamorphic Complex,311,Broad-leaved forest,9,1,1,7,1,3,5.860170,Moderate,5.857575,0.071899,1.227,5.636485,6.048359,98.8,1,Hot spot with 90% confidence
SITE_0135,2,St. Spas Basilica,Pazardzhik,Belovo,0,,0,,0,,0,,0,,0,,1,Basilica,0,,0,,Mortared mixed masonry (stone + brick),1,Exposed,,Architectural-construction,804.139,20.706,0.983640,0.135334,4258.22,0.000,0.036520,0.035869,Direct,3.10,Direct,0.00,4,Direct,57.73,0.216975,Metamorphic Complex,311,Broad-leaved forest,9,1,1,7,1,3,5.860170,Moderate,5.857575,0.071899,1.227,5.636485,6.048359,98.8,1,Hot spot with 90% confidence
SITE_0136,2,Roman bridge Bratsigovo,Pazardzhik,Bratsigovo,0,,0,,0,,0,,0,,1,Infrastructure,0,,0,,0,,Mortared stone masonry,1,Exposed,,Architectural-construction,590.126,13.923,0.506757,-0.362694,6364.56,0.000,0.136292,0.127770,Direct,2.30,Direct,0.00,4,Direct,50.96,0.166719,Acid Pyroclastic,313,Mixed forest,7,1,1,7,1,1,5.160820,Moderate,5.157873,0.068227,1.323,4.950479,5.346925,100.0,0,Not statistically significant
SITE_0137,2,Dzhenevra,Pazardzhik,Devin,0,,0,,0,,0,,1,Fortified settlement,1,Fort,1,Fortress,0,,0,,Mortared stone masonry,1,Exposed,,Archaeological (single),1656.576,12.749,0.991953,0.023470,17168.65,0.000,0.045551,0.044544,Direct,1.43,Direct,0.00,4,Direct,87.20,0.150389,Acid Pyroclastic,312,Coniferous forest,7,1,1,7,1,1,5.160820,Moderate,5.157873,0.068227,1.323,4.950479,5.346925,100.0,0,Not statistically significant
SITE_0138,2,Pashino Bardo,Pazardzhik,Dorkovo,0,,0,,0,,0,,0,,0,,1,Fortress,0,,0,,Mortared stone masonry,1,Exposed,,,1613.374,10.645,0.835450,-0.403690,14147.63,0.000,0.039350,0.038595,Direct,0.90,Direct,0.00,4,Direct,44.90,0.165607,Metamorphic Complex,312,Coniferous forest,7,1,1,7,1,1,5.160820,Moderate,5.157873,0.068227,1.323,4.950479,5.346925,100.0,0,Not statistically significant
SITE_0139,2,Tsepina,Pazardzhik,Dorkovo,0,,0,,0,,0,,0,,0,,1,Fortress,0,,1,Fortress,Mortared stone masonry,1,Exposed,,,1063.131,9.019,-0.948811,-0.125182,2529.57,0.000,0.152625,0.142042,Direct,0.90,Direct,0.00,5,Direct,74.02,0.191445,Metamorphic Complex,311,Broad-leaved forest,9,1,1,9,1,1,6.547759,High,6.543830,0.090970,1.390,6.267305,6.795900,100.0,0,Not statistically significant
SITE_0140,1,Church of St. Dimitar,Pazardzhik,Patalenitsa,0,,0,,0,,0,,0,,0,,1,Church,0,,1,Church,Mortared mixed masonry (stone + brick),1,Exposed,,,392.677,8.025,0.946594,0.242688,5556.45,0.000,,0.839006,Urban excl.,1.87,Direct,0.00,4,Direct,45.80,0.181737,Metamorphic Complex,112,Discontinuous urban fabric,9,1,1,7,,3,4.765243,Moderate,4.767617,0.107890,2.263,4.502924,5.057583,100.0,0,Not statistically significant
SITE_0141,1,Peristera Fortress,Pazardzhik,Peshtera,0,,0,,0,,0,,0,,0,,1,Fortress,0,,1,Fortress,Mortared stone masonry,1,Exposed,,Architectural-construction,493.673,7.549,0.246162,0.222164,12288.48,0.000,,0.839006,Urban excl.,1.87,Direct,0.00,1,Direct,83.94,0.166116,Acid Pyroclastic,242,Complex cultivation patterns,7,1,1,1,,1,2.933462,Low,2.932893,0.087063,2.969,2.726340,3.163822,100.0,0,Not statistically significant
SITE_0142,2,Kulata Gradot,Pazardzhik,Rakitovo,0,,0,,0,,0,,0,,0,,1,Fortress,0,,1,Fortress,Mortared stone masonry,1,Exposed,,Architectural-construction,982.765,12.932,0.801673,0.524225,7352.43,0.000,0.115383,0.109198,Direct,0.90,Direct,0.00,4,Direct,74.99,0.181156,Metamorphic Complex,313,Mixed forest,9,1,1,7,1,1,5.695841,Moderate,5.692759,0.076669,1.347,5.454036,5.903057,100.0,0,Not statistically significant
SITE_0143,2,The tower Kalinkata,Pazardzhik,Rakitovo,0,,0,,0,,0,,0,,0,,1,Fortress,0,,0,,Mortared stone masonry,1,Exposed,,Architectural-construction,1162.886,4.551,0.608854,0.042888,12438.55,0.000,0.067533,0.065350,Direct,0.90,Direct,0.00,4,Direct,79.83,0.181156,Metamorphic Complex,311,Broad-leaved forest,9,1,1,7,1,1,5.695841,Moderate,5.692759,0.076669,1.347,5.454036,5.903057,100.0,1,Hot spot with 90% confidence
SITE_0144,2,Tatarsko Kale,Pazardzhik,Ravnogor,0,,0,,0,,0,,0,,0,,1,Fortress,0,,1,Fortress,Mortared stone masonry,1,Exposed,,Architectural-construction,851.126,17.542,-0.972784,-0.113255,20877.48,0.000,0.241307,0.216165,Direct,3.90,Direct,0.00,4,Direct,99.72,0.119404,"Granitoid, Granite, Leucogranite, Granodiorite",311,Broad-leaved forest,3,1,1,7,1,1,4.090776,Moderate,4.088099,0.081477,1.993,3.899206,4.295561,83.6,0,Not statistically significant
SITE_0145,1,Emporion Pistiros,Pazardzhik,Septemvri,0,,0,,0,,0,,1,Fortified settlement,1,Town,0,,0,,0,,Mortared stone masonry,1,Exposed,,Archaeological (group),252.983,1.932,0.908360,0.215702,0.00,0.211,1.177506,0.778180,Direct,3.10,Direct,0.00,1,Direct,116.48,0.204220,"Alluvium, Eluvium",211,Non-irrigated arable land,9,9,1,1,3,1,3.772109,Low,3.770829,0.104980,2.784,3.501256,4.038064,99.2,1,Hot spot with 90% confidence
SITE_0146,1,Zhaba Mogila,Pazardzhik,Strelcha,0,,0,,0,,0,,1,Thracian mound,0,,0,,0,,0,,Earthwork (earthen burial mound),3,Mostly subsurface,,Archaeological (single),497.992,15.472,-0.134941,0.428258,10353.52,0.000,4.075069,1.624340,Direct,3.90,Direct,0.00,2,Direct,79.47,0.136036,Undifferentiated Sediment,211,Non-irrigated arable land,5,1,1,3,5,7,3.793579,Low,3.792966,0.060480,1.595,3.644516,3.958750,100.0,0,Not statistically significant
SITE_0147,2,Lyubnishko Kale,Pazardzhik,Tserovo,0,,0,,0,,0,,0,,0,,1,Fortress,0,,1,Fortress,Mortared stone masonry,1,Exposed,,Architectural-construction,710.394,12.784,0.493091,0.821698,4264.23,0.000,0.088055,0.084392,Direct,2.60,Direct,0.00,4,Direct,75.34,0.201165,,311,Broad-leaved forest,9,1,1,7,1,1,5.695841,Moderate,5.692759,0.076669,1.347,5.454036,5.903057,100.0,0,Not statistically significant
SITE_0148,1,Bona Mansio,Pazardzhik,Vetren,0,,0,,0,,0,,0,,1,Infrastructure,0,,0,,0,,Mortared stone masonry,1,Exposed,,Archaeological (single),284.175,3.969,-0.621075,0.774551,1700.00,0.000,1.703742,0.994637,Direct,3.10,Direct,0.00,1,Direct,26.51,0.203526,"Alluvium, Eluvium",243,"Land principally occupied by agriculture, with significant areas of natural vegetation",9,1,1,1,3,1,3.527036,Low,3.526324,0.106174,3.011,3.277332,3.799743,100.0,1,Hot spot with 90% confidence
SITE_0149,1,Tell Yunatsite,Pazardzhik,Yunatsite,0,,0,,1,Tell,0,,0,,0,,0,,0,,0,,Earthwork / earthen architecture,2,Partially exposed,,Archaeological (group),228.960,10.557,-0.487737,0.826021,844.46,0.000,2.074063,1.123000,Direct,12.13,Direct,0.00,1,Direct,41.00,0.188362,"Alluvium, Eluvium",211,Non-irrigated arable land,9,3,3,1,5,9,5.709523,Moderate,5.706208,0.085262,1.494,5.458878,5.966680,100.0,0,Not statistically significant
SITE_0150,2,Anevo Kale,Plovdiv,Anevo,0,,0,,0,,0,,0,,0,,0,,0,,1,Fortress,Mortared stone masonry,1,Exposed,,Architectural-construction,937.748,22.838,-0.882062,0.467425,10325.40,0.000,0.267435,0.236995,Direct,0.63,Direct,0.00,4,Direct,80.34,0.104435,,311,Broad-leaved forest,3,1,1,7,1,1,4.090776,Moderate,4.088099,0.081477,1.993,3.899206,4.295561,83.6,-3,Cold spot with 99% confidence
SITE_0151,3,Asenova Fortress,Plovdiv,Asenovgrad,0,,0,,0,,0,,0,,0,,1,Fortress,0,,1,Fortress,Mortared stone masonry,1,Exposed,,Architectural-construction,384.752,21.880,-0.953057,0.051119,92.17,0.000,2.931944,1.369134,Direct,5.43,Direct,0.00,4,Direct,134.86,0.199590,Metamorphic Complex,324,Transitional woodland-shrub,9,7,1,7,5,1,6.190361,High,6.189845,0.056227,0.908,6.035412,6.351009,100.0,2,Hot spot with 95% confidence
SITE_0152,1,Bachkovo Monastery,Plovdiv,Asenovgrad,0,,0,,0,,0,,0,,0,,1,Monastery,0,,0,,Mortared mixed masonry (stone + brick),1,Exposed,UNESCO Tentative List,Architectural-historical (single),407.447,4.260,0.257814,-0.425551,96.62,0.000,9.877806,2.386725,Direct,5.43,Direct,0.00,4,Direct,43.87,0.175629,Metamorphic Complex,243,"Land principally occupied by agriculture, with significant areas of natural vegetation",7,7,1,7,7,3,4.558205,Moderate,4.560548,0.076513,1.678,4.370570,4.786364,100.0,2,Hot spot with 95% confidence
SITE_0153,1,Church of St. George Metokha,Plovdiv,Asenovgrad,0,,0,,0,,0,,0,,0,,0,,0,,1,Church,Mortared mixed masonry (stone + brick),1,Exposed,,Architectural-construction,270.752,12.224,0.015831,0.933364,70.00,0.000,,0.839006,Urban excl.,5.43,Direct,0.00,3,Direct,91.76,0.199590,Metamorphic Complex,112,Discontinuous urban fabric,9,7,1,5,,3,4.695077,Moderate,4.695797,0.105714,2.251,4.443135,4.974161,100.0,1,Hot spot with 90% confidence
SITE_0154,3,Church of the Holy Virgin of Petrich,Plovdiv,Asenovgrad,0,,0,,0,,0,,0,,0,,0,,0,,1,Church,Mortared mixed masonry (stone + brick),1,Exposed,,Architectural-construction,376.530,27.592,0.574764,0.543555,33.04,0.000,3.329829,1.465528,Direct,5.43,Direct,0.00,4,Direct,96.70,0.199590,Metamorphic Complex,324,Transitional woodland-shrub,9,7,1,7,5,3,6.319627,High,6.319093,0.052446,0.830,6.178229,6.465715,100.0,2,Hot spot with 95% confidence
SITE_0155,1,Stanimaka Fortress ruins,Plovdiv,Asenovgrad,0,,0,,0,,0,,0,,0,,1,Fortress,0,,1,Fortress,Mortared stone masonry,1,Exposed,,,247.188,8.723,-0.018782,-0.175384,158.11,0.000,,0.839006,Urban excl.,5.43,Direct,0.00,2,Direct,75.91,0.199590,Metamorphic Complex,112,Discontinuous urban fabric,9,5,1,3,,1,3.984051,Low,3.984249,0.112410,2.821,3.720892,4.276891,54.2,1,Hot spot with 90% confidence
SITE_0156,2,Golyama Dragoyna,Plovdiv,Bukovo,0,,0,,0,,1,Ritual site,1,Hillfort,0,,0,,0,,0,,Earthwork / early stone construction,1,Exposed,,Archaeological (single),794.695,15.397,0.688093,0.708595,16635.79,0.000,0.090002,0.086180,Direct,19.63,Direct,0.00,4,Direct,99.11,0.197066,Intermediate Volcanic,311,Broad-leaved forest,9,1,5,7,1,7,6.783614,High,6.782711,0.041802,0.616,6.662570,6.886085,100.0,3,Hot spot with 99% confidence
